customer_id,country,education,gender,member_card,total_children,Recency,Frequency,Monetary
7462,USA,High School Degree,F,Silver,4,296,1,12.57
7464,USA,High School Degree,F,Bronze,3,28,4,166.58
7465,USA,High School Degree,F,Normal,4,44,2,42.9
7468,USA,Bachelors Degree,F,Golden,3,111,1,25.54
7469,USA,Bachelors Degree,F,Bronze,2,74,2,36.22
7470,USA,Partial High School,M,Normal,4,127,7,169.2
7473,USA,High School Degree,F,Bronze,4,36,1,10.71
7474,USA,High School Degree,M,Bronze,4,13,6,105.3
7477,USA,High School Degree,M,Golden,4,184,1,14.03
7478,USA,Bachelors Degree,F,Bronze,0,120,3,71.14
7479,USA,Partial High School,F,Normal,1,35,4,82.49
7480,USA,Graduate Degree,F,Bronze,3,8,1,12.08
7481,USA,Graduate Degree,M,Silver,3,49,2,109.13
7486,USA,Partial High School,M,Normal,1,23,15,479.77
7487,USA,Partial High School,F,Normal,4,60,2,44.48
7489,USA,High School Degree,M,Silver,3,116,2,65.41
7490,USA,High School Degree,M,Bronze,2,174,4,100.12
7493,USA,High School Degree,F,Bronze,3,297,3,84.17
7494,USA,Partial College,F,Bronze,3,126,2,44.21
7495,USA,High School Degree,F,Bronze,2,337,1,15.51
7496,USA,High School Degree,M,Bronze,2,158,4,112.25
7497,USA,High School Degree,M,Silver,4,312,2,13.97
7498,USA,High School Degree,M,Bronze,3,53,1,19.54
7501,USA,Bachelors Degree,F,Bronze,1,53,3,106
7502,USA,Partial High School,M,Normal,1,7,20,693.72
7504,USA,Partial High School,F,Bronze,1,27,1,1.14
7505,USA,Bachelors Degree,M,Bronze,4,339,1,40.71
7507,USA,Partial High School,M,Normal,0,12,3,61.35
7510,USA,Bachelors Degree,M,Normal,2,162,4,68.99
7514,USA,Partial College,M,Bronze,4,52,13,409.47
7517,USA,Partial High School,M,Normal,4,61,1,43.68
7519,USA,Bachelors Degree,F,Silver,2,25,2,47.24
7521,USA,High School Degree,M,Golden,3,32,7,161.51
7522,USA,Bachelors Degree,M,Bronze,3,18,8,197.91
7523,USA,High School Degree,M,Golden,5,323,1,12.82
7524,USA,Partial High School,M,Silver,4,105,1,45.05
7525,USA,Partial High School,M,Bronze,2,8,3,67.1
7526,USA,Bachelors Degree,M,Golden,3,79,7,186.87
7529,USA,Bachelors Degree,F,Bronze,4,67,7,200.44
7530,USA,High School Degree,M,Bronze,1,54,1,15
7532,USA,Bachelors Degree,F,Bronze,2,48,1,31.34
7534,USA,Partial High School,M,Silver,3,14,8,213.51
7535,USA,Partial High School,F,Bronze,2,293,2,47.1
7536,USA,High School Degree,F,Bronze,4,115,5,178.95
7538,USA,Bachelors Degree,M,Bronze,2,321,1,19.1
7541,USA,Partial High School,M,Normal,5,21,2,52.9
7542,USA,Graduate Degree,F,Bronze,5,100,1,43.1
7543,USA,Bachelors Degree,F,Bronze,1,100,2,29.12
7546,USA,Bachelors Degree,M,Bronze,1,44,8,206.18
7547,USA,Partial High School,M,Normal,5,195,3,61.85
7551,USA,Partial College,M,Golden,3,180,3,48.04
7553,USA,Graduate Degree,F,Bronze,5,14,2,62.58
7556,USA,High School Degree,F,Bronze,5,11,17,735.72
7557,USA,Bachelors Degree,M,Bronze,0,218,2,33.43
7558,USA,Partial College,M,Golden,4,148,7,166.57
7560,USA,Partial High School,M,Bronze,4,237,1,10.52
7562,USA,Partial High School,M,Normal,1,49,2,39.63
7565,USA,Partial College,F,Bronze,1,90,1,15.76
7567,USA,High School Degree,M,Bronze,2,91,2,83.75
7569,USA,Partial High School,F,Golden,0,58,7,251.79
7570,USA,Graduate Degree,M,Golden,4,58,7,174.02
7571,USA,Partial High School,F,Normal,1,19,3,132.22
7572,USA,High School Degree,M,Bronze,2,35,2,54.95
7573,USA,High School Degree,M,Bronze,1,5,5,169.31
7576,USA,Bachelors Degree,F,Silver,1,18,8,199.17
7577,USA,Partial High School,F,Bronze,4,117,1,23.99
7578,USA,High School Degree,F,Bronze,1,21,3,72.17
7579,USA,Bachelors Degree,M,Bronze,1,71,2,61.51
7580,USA,High School Degree,F,Bronze,2,40,10,262.88
7582,USA,High School Degree,M,Golden,4,77,4,172.25
7583,USA,High School Degree,F,Bronze,0,287,1,36.88
7584,USA,Partial High School,F,Normal,2,41,2,74.04
7586,USA,Bachelors Degree,M,Golden,4,113,2,13.9
7589,USA,Bachelors Degree,F,Bronze,5,8,11,311.76
7590,USA,High School Degree,M,Bronze,1,133,2,15.28
7591,USA,Partial High School,F,Silver,4,78,2,48.05
7594,USA,High School Degree,M,Golden,4,115,2,44.97
7595,USA,High School Degree,M,Bronze,2,14,2,86.82
7596,USA,High School Degree,M,Bronze,2,171,1,21.28
7599,USA,Partial High School,F,Normal,1,16,4,83.4
7601,USA,Bachelors Degree,F,Bronze,3,260,5,139.77
7605,USA,Partial High School,M,Normal,4,41,4,98.44
7606,USA,Bachelors Degree,M,Bronze,4,197,1,33.96
7607,USA,Bachelors Degree,F,Golden,5,40,10,258.57
7608,USA,Partial High School,M,Normal,1,115,2,82.5
7609,USA,Partial High School,F,Normal,1,12,3,74.9
7611,USA,Bachelors Degree,F,Bronze,2,115,4,79.36
7612,USA,High School Degree,F,Bronze,1,54,4,95.36
7617,USA,High School Degree,F,Normal,3,12,5,167.94
7618,USA,Bachelors Degree,M,Golden,3,116,6,205.33
7619,USA,Bachelors Degree,F,Bronze,5,28,3,103.33
7621,USA,Partial High School,F,Silver,2,14,8,132.96
7622,USA,Bachelors Degree,F,Bronze,1,5,8,220.63
7624,USA,High School Degree,F,Silver,1,77,3,84.44
7625,USA,High School Degree,M,Bronze,4,147,3,94.92
7626,USA,Bachelors Degree,M,Bronze,3,115,2,80.85
7629,USA,Partial College,M,Normal,0,238,2,63.73
7632,USA,Partial College,M,Bronze,4,105,3,87.58
7635,USA,Partial High School,F,Bronze,0,74,1,4.92
7636,USA,Bachelors Degree,F,Bronze,1,55,3,63.15
7639,USA,High School Degree,M,Golden,2,91,5,214.36
7641,USA,Bachelors Degree,F,Bronze,2,44,10,163.17
7642,USA,Partial College,M,Bronze,4,13,5,139.91
7643,USA,Partial High School,M,Normal,4,129,3,83.36
7646,USA,High School Degree,M,Bronze,5,26,2,29.88
7647,USA,High School Degree,F,Bronze,1,322,1,25.61
7650,USA,Graduate Degree,M,Golden,4,91,1,20.94
7651,USA,Partial High School,M,Golden,5,112,1,7.9
7653,USA,High School Degree,M,Bronze,3,113,2,102.47
7654,USA,High School Degree,F,Bronze,4,58,4,134.22
7655,USA,Partial College,M,Bronze,3,140,11,254.32
7656,USA,High School Degree,M,Normal,5,286,1,15.9
7657,USA,Bachelors Degree,M,Bronze,1,141,4,102.07
7659,USA,High School Degree,F,Bronze,0,256,1,27.06
7660,USA,Partial High School,F,Silver,4,44,1,2.26
7662,USA,Bachelors Degree,M,Bronze,5,14,2,82.35
7664,USA,Partial High School,M,Normal,1,21,3,84.18
7666,USA,Bachelors Degree,M,Bronze,2,78,2,36.32
7667,USA,Bachelors Degree,M,Bronze,2,165,3,89.7
7669,USA,Bachelors Degree,F,Bronze,2,80,4,80.99
7672,USA,Partial High School,F,Normal,3,22,3,73.68
7674,USA,High School Degree,F,Golden,3,3,3,71.84
7678,USA,Graduate Degree,F,Silver,1,27,9,217.08
7683,USA,High School Degree,F,Bronze,0,4,7,95.05
7684,USA,High School Degree,M,Golden,3,44,2,34
7686,USA,High School Degree,F,Bronze,2,291,1,11.57
7689,USA,Bachelors Degree,M,Bronze,4,77,1,84.01
7690,USA,Partial High School,M,Normal,3,44,1,15.81
7692,USA,Partial College,F,Normal,1,47,3,82.09
7694,USA,Partial High School,F,Bronze,2,4,9,231.55
7695,USA,Bachelors Degree,F,Bronze,4,16,4,140.03
7696,USA,Partial High School,M,Bronze,2,128,5,201.16
7699,USA,Partial College,M,Silver,4,352,1,13.23
7701,USA,Bachelors Degree,F,Golden,4,71,3,108.29
7702,USA,Partial High School,M,Bronze,2,38,21,780.77
7704,USA,Partial High School,M,Normal,3,21,11,376.89
7706,USA,Partial High School,M,Bronze,3,158,1,8.56
7708,USA,Partial High School,M,Normal,3,184,2,39.65
7709,USA,Bachelors Degree,M,Bronze,4,266,1,5.68
7713,USA,Graduate Degree,F,Silver,1,7,7,202.01
7714,USA,Partial High School,F,Bronze,2,69,3,51.11
7715,USA,Partial High School,M,Bronze,4,18,12,397.52
7717,USA,Partial High School,F,Bronze,2,141,2,53.31
7719,USA,High School Degree,M,Golden,1,53,2,37.49
7720,USA,High School Degree,F,Normal,3,10,10,294.91
7721,USA,High School Degree,M,Normal,3,88,7,234.05
7722,USA,High School Degree,M,Bronze,3,183,1,1.89
7724,USA,Bachelors Degree,M,Bronze,1,143,2,28.59
7725,USA,High School Degree,M,Bronze,0,310,1,22.6
7727,USA,Partial High School,M,Bronze,1,323,2,35.47
7729,USA,High School Degree,M,Silver,4,239,2,60.01
7730,USA,Partial High School,M,Normal,5,163,2,75.52
7731,USA,Partial High School,F,Silver,5,3,4,127.74
7733,USA,Partial High School,M,Normal,5,157,8,220.46
7735,USA,Partial High School,F,Normal,2,136,3,111.7
7736,USA,Bachelors Degree,M,Silver,2,78,1,46.48
7738,USA,Bachelors Degree,M,Bronze,2,137,2,39.03
7741,USA,High School Degree,M,Bronze,3,142,2,54.81
7743,USA,High School Degree,F,Bronze,0,4,13,403.47
7747,USA,Bachelors Degree,F,Golden,5,36,4,152.56
7750,USA,Partial College,F,Bronze,2,29,3,118.01
7752,USA,High School Degree,F,Bronze,2,14,3,41.65
7753,USA,Partial High School,M,Normal,5,159,1,70.45
7757,USA,Partial College,M,Bronze,2,124,2,29.71
7762,USA,High School Degree,F,Bronze,1,124,2,43.68
7763,USA,Partial High School,M,Normal,4,113,2,44.02
7767,USA,High School Degree,M,Silver,0,349,1,18.02
7768,USA,Bachelors Degree,F,Bronze,3,78,4,112.25
7769,USA,Partial High School,M,Normal,0,77,6,157.72
7772,USA,High School Degree,M,Bronze,3,16,3,38.67
7774,USA,High School Degree,M,Bronze,0,227,3,59.24
7775,USA,High School Degree,M,Bronze,4,149,4,159.13
7777,USA,Partial College,F,Bronze,0,225,3,50.12
7778,USA,Partial High School,F,Normal,2,332,1,11.72
7780,USA,Bachelors Degree,M,Bronze,3,146,5,149.8
7781,USA,Bachelors Degree,M,Golden,2,348,2,97.29
7783,USA,Bachelors Degree,M,Bronze,1,201,2,34.73
7789,USA,Partial High School,F,Normal,0,158,1,17.39
7791,USA,Partial High School,M,Normal,5,162,4,79.81
7792,USA,Bachelors Degree,M,Bronze,1,121,3,55.35
7795,USA,Partial High School,F,Normal,0,363,1,23.22
7797,USA,Partial High School,M,Normal,5,90,2,64.07
7798,USA,Graduate Degree,F,Golden,5,252,1,7.79
7800,USA,High School Degree,F,Silver,4,21,5,128.44
7801,USA,Bachelors Degree,M,Bronze,3,139,3,92.04
7804,USA,Partial High School,M,Normal,3,76,1,17.23
7805,USA,Bachelors Degree,M,Bronze,1,186,1,23.56
7806,USA,High School Degree,F,Bronze,1,4,12,338.62
7807,USA,Bachelors Degree,F,Golden,4,181,1,18.45
7808,USA,Partial High School,F,Bronze,4,74,3,54.78
7809,USA,High School Degree,M,Silver,1,193,2,18.1
7810,USA,Partial High School,F,Silver,5,4,10,419.57
7811,USA,High School Degree,M,Golden,4,147,3,122.29
7813,USA,Bachelors Degree,M,Normal,2,7,16,407.97
7818,USA,Partial College,F,Bronze,4,83,3,87.37
7820,USA,Bachelors Degree,M,Bronze,2,129,2,31.73
7821,USA,Partial High School,M,Bronze,4,22,2,25.43
7822,USA,High School Degree,F,Bronze,2,23,12,395.94
7823,USA,Partial High School,F,Normal,5,28,3,107.41
7825,USA,High School Degree,M,Golden,3,14,1,26.84
7826,USA,Bachelors Degree,F,Silver,0,304,1,31.61
7828,USA,Bachelors Degree,M,Golden,3,16,7,201.82
7829,USA,High School Degree,M,Silver,2,100,2,32.34
7830,USA,Partial High School,M,Normal,5,45,4,131.3
7831,USA,Partial High School,F,Silver,4,7,14,463.03
7832,USA,Bachelors Degree,F,Bronze,3,171,2,73.32
7835,USA,Bachelors Degree,F,Golden,4,21,7,155.16
7841,USA,Partial High School,M,Golden,5,69,3,90.27
7842,USA,Partial College,F,Bronze,2,35,4,94.38
7843,USA,High School Degree,F,Bronze,4,85,2,30.37
7844,USA,Partial College,F,Bronze,3,239,1,30.56
7845,USA,Graduate Degree,F,Silver,5,179,4,101.68
7847,USA,Partial High School,F,Bronze,4,152,4,124.3
7849,USA,High School Degree,M,Bronze,2,51,13,412.99
7851,USA,High School Degree,M,Bronze,4,3,4,160.86
7852,USA,Bachelors Degree,F,Bronze,3,96,4,100.21
7853,USA,Bachelors Degree,M,Bronze,2,238,1,9.37
7854,USA,High School Degree,F,Golden,3,365,1,10.65
7855,USA,High School Degree,F,Bronze,3,292,1,55.74
7856,USA,High School Degree,F,Normal,4,30,4,151.86
7857,USA,Partial College,F,Silver,3,16,4,68.21
7858,USA,Bachelors Degree,F,Golden,3,49,3,85.5
7859,USA,High School Degree,F,Bronze,4,30,3,56.74
7861,USA,Bachelors Degree,M,Golden,4,137,1,18.48
7862,USA,High School Degree,M,Golden,4,7,22,754.71
7865,USA,Partial High School,F,Bronze,1,33,4,47.15
7866,USA,Bachelors Degree,M,Bronze,0,78,2,74.28
7867,USA,Partial High School,F,Bronze,2,173,1,18.18
7868,USA,Bachelors Degree,F,Silver,4,260,1,17.84
7870,USA,Partial High School,F,Silver,1,9,2,86.98
7871,USA,Partial High School,F,Normal,4,78,4,139.2
7873,USA,High School Degree,M,Bronze,0,239,1,31.34
7878,USA,High School Degree,F,Bronze,0,26,2,56.59
7879,USA,Bachelors Degree,M,Silver,5,121,1,46.99
7880,USA,Bachelors Degree,F,Silver,5,69,2,65.24
7881,USA,Partial High School,M,Bronze,3,110,3,60.15
7882,USA,High School Degree,M,Bronze,2,18,5,166.38
7883,USA,Bachelors Degree,F,Bronze,5,137,1,15
7884,USA,Partial College,F,Bronze,1,10,4,100.99
7887,USA,Partial College,M,Bronze,2,78,5,142.85
7889,USA,Graduate Degree,M,Bronze,2,251,1,10.66
7890,USA,High School Degree,F,Bronze,1,355,1,34.06
7891,USA,Partial High School,M,Normal,3,96,2,52.3
7892,USA,High School Degree,M,Silver,3,263,1,20.29
7893,USA,High School Degree,M,Bronze,2,35,3,63.71
7895,USA,Partial College,M,Bronze,5,173,3,66.11
7896,USA,Graduate Degree,F,Bronze,2,5,9,287.85
7897,USA,Partial High School,M,Silver,5,77,3,53.76
7899,USA,Bachelors Degree,M,Normal,2,171,5,118.97
7901,USA,High School Degree,F,Bronze,2,216,1,14.01
7902,USA,Bachelors Degree,M,Bronze,1,225,2,54.33
7904,USA,Bachelors Degree,M,Bronze,4,12,1,57.56
7905,USA,Partial High School,M,Normal,4,58,7,198.57
7906,USA,Partial High School,M,Normal,1,21,9,311.23
7907,USA,High School Degree,F,Bronze,1,86,2,32.57
7909,USA,Bachelors Degree,F,Silver,4,47,10,275.17
7910,USA,Partial College,F,Bronze,1,115,4,126.24
7913,USA,Graduate Degree,M,Bronze,1,7,8,307.47
7914,USA,Bachelors Degree,F,Bronze,2,168,2,73.15
7915,USA,Partial College,F,Bronze,1,32,9,197.52
7919,USA,Partial College,M,Bronze,5,151,1,23.88
7920,USA,Partial High School,M,Normal,3,8,11,397.37
7921,USA,High School Degree,F,Silver,0,112,1,26.19
7924,USA,Bachelors Degree,M,Bronze,0,54,1,45.95
7925,USA,High School Degree,F,Bronze,2,257,1,19.6
7926,USA,High School Degree,F,Silver,2,139,1,8.03
7927,USA,High School Degree,M,Bronze,3,58,3,61.27
7930,USA,Partial High School,F,Bronze,5,113,6,132.87
7931,USA,Partial College,F,Bronze,2,280,1,26.64
7932,USA,High School Degree,F,Bronze,4,272,2,42.13
7933,USA,Partial College,M,Bronze,3,28,1,14.51
7937,USA,Partial College,M,Bronze,2,328,1,20.07
7938,USA,Bachelors Degree,M,Bronze,1,117,2,73.42
7940,USA,High School Degree,F,Bronze,1,106,6,163.11
7942,USA,High School Degree,M,Bronze,5,54,3,97.87
7943,USA,High School Degree,M,Bronze,4,47,1,4.59
7948,USA,High School Degree,M,Normal,4,128,5,135.84
7949,USA,Bachelors Degree,F,Bronze,1,182,1,5.1
7951,USA,Graduate Degree,F,Normal,0,16,5,127.68
7952,USA,Partial High School,M,Golden,4,4,7,201.09
7956,USA,High School Degree,F,Golden,2,209,2,54.76
7959,USA,High School Degree,F,Golden,4,45,2,29.04
7961,USA,Bachelors Degree,F,Bronze,0,302,1,13.01
7962,USA,High School Degree,F,Bronze,2,365,1,9.2
7963,USA,High School Degree,M,Bronze,3,28,8,254
7964,USA,Graduate Degree,F,Bronze,2,113,1,18.2
7965,USA,High School Degree,F,Bronze,3,227,2,65.53
7967,USA,Partial College,F,Bronze,4,16,3,57.15
7968,USA,High School Degree,F,Golden,2,96,3,78.96
7971,USA,Partial High School,M,Normal,4,14,3,102.87
7972,USA,Bachelors Degree,F,Bronze,1,203,1,19.71
7975,USA,Bachelors Degree,F,Golden,4,12,4,117.95
7978,USA,High School Degree,M,Golden,4,171,1,22.22
7979,USA,Bachelors Degree,M,Bronze,2,273,1,29.47
7980,USA,Bachelors Degree,M,Bronze,1,100,2,58.15
7981,USA,High School Degree,M,Bronze,1,7,1,12.34
7983,USA,Partial High School,M,Bronze,1,193,1,13.95
7985,USA,Bachelors Degree,M,Bronze,5,53,3,80.73
7986,USA,Partial High School,M,Normal,0,133,1,12.5
7988,USA,Bachelors Degree,M,Bronze,2,34,4,77.2
7989,USA,Partial High School,F,Normal,2,7,9,220.17
7996,USA,Bachelors Degree,F,Bronze,1,316,1,24.62
7997,USA,High School Degree,F,Bronze,5,4,6,131.86
7999,USA,Partial College,M,Bronze,2,360,1,31.05
8000,USA,Bachelors Degree,M,Silver,2,104,2,87.01
8003,USA,Partial High School,M,Normal,1,51,11,258.74
8004,USA,Bachelors Degree,F,Normal,4,168,2,66.84
8007,USA,Bachelors Degree,M,Bronze,3,47,3,95.94
8009,USA,High School Degree,F,Bronze,1,179,1,4.58
8010,USA,Bachelors Degree,F,Bronze,0,47,1,22.56
8011,USA,High School Degree,M,Bronze,0,323,1,35.75
8012,USA,Bachelors Degree,M,Bronze,3,47,1,40.07
8013,USA,High School Degree,M,Silver,4,28,2,33.64
8014,USA,Bachelors Degree,F,Bronze,1,273,1,15.31
8015,USA,Partial High School,M,Normal,2,21,7,166.87
8017,USA,Bachelors Degree,F,Bronze,2,55,1,50.39
8018,USA,Partial High School,M,Normal,4,12,3,65.3
8022,USA,High School Degree,F,Bronze,4,264,1,15.21
8023,USA,Bachelors Degree,F,Bronze,2,285,1,29.03
8024,USA,Bachelors Degree,M,Bronze,5,31,1,1.53
8026,USA,Partial High School,M,Bronze,0,194,2,24.55
8031,USA,Partial College,M,Bronze,3,224,1,9.93
8032,USA,Partial High School,M,Normal,4,138,1,7.44
8033,USA,Partial High School,F,Normal,2,85,2,48.92
8034,USA,High School Degree,M,Bronze,4,117,1,17.18
8038,USA,Bachelors Degree,F,Bronze,4,133,3,145.58
8041,USA,Partial High School,F,Normal,5,129,3,80.85
8042,USA,Partial College,M,Bronze,1,73,2,45.26
8046,USA,Bachelors Degree,M,Bronze,3,30,6,130.1
8048,USA,High School Degree,F,Bronze,4,80,3,89.82
8053,USA,Bachelors Degree,F,Bronze,1,273,1,35.5
8054,USA,Partial High School,F,Normal,0,348,1,42.14
8055,USA,Bachelors Degree,M,Golden,1,135,2,37.47
8056,USA,Graduate Degree,F,Bronze,3,48,3,82.77
8059,USA,Partial High School,M,Bronze,0,10,14,333.81
8060,USA,Bachelors Degree,M,Bronze,4,4,4,69.74
8062,USA,Partial High School,F,Normal,1,244,3,77.02
8063,USA,Partial High School,F,Normal,5,196,1,20.56
8065,USA,High School Degree,M,Bronze,2,66,2,24.91
8066,USA,Bachelors Degree,F,Bronze,3,332,1,34.69
8068,USA,High School Degree,F,Golden,4,4,15,499.93
8070,USA,Bachelors Degree,M,Silver,3,36,3,102.5
8071,USA,High School Degree,F,Golden,4,27,3,92.06
8072,USA,High School Degree,M,Bronze,2,13,1,16.44
8073,USA,Bachelors Degree,F,Bronze,2,229,2,54.8
8074,USA,High School Degree,F,Bronze,4,7,10,319.7
8075,USA,Bachelors Degree,M,Bronze,1,163,2,68.26
8076,USA,High School Degree,M,Bronze,2,126,1,11.43
8079,USA,Graduate Degree,F,Bronze,5,55,1,15.55
8080,USA,High School Degree,M,Bronze,3,328,1,1.32
8081,USA,Bachelors Degree,M,Bronze,3,290,1,23.17
8083,USA,Graduate Degree,F,Bronze,0,71,3,58.59
8084,USA,Partial High School,F,Normal,1,12,3,42.48
8089,USA,Partial High School,F,Bronze,2,52,8,234.21
8091,USA,Partial High School,F,Silver,4,14,7,174.14
8092,USA,Bachelors Degree,M,Bronze,0,26,3,73.97
8094,USA,Bachelors Degree,F,Bronze,2,36,3,88.59
8096,USA,Partial College,F,Bronze,0,142,2,51
8098,USA,Partial College,F,Bronze,3,113,5,223.62
8102,USA,Partial College,M,Silver,3,110,1,40.04
8107,USA,High School Degree,M,Golden,3,35,3,75.09
8108,USA,Partial College,F,Bronze,2,72,11,299.68
8110,USA,Partial High School,M,Normal,3,58,5,135.31
8111,USA,High School Degree,F,Silver,2,9,3,35.88
8113,USA,Bachelors Degree,F,Bronze,2,54,3,56.11
8116,USA,High School Degree,F,Bronze,2,18,5,211.51
8117,USA,Partial High School,M,Normal,5,28,3,61.84
8122,USA,Bachelors Degree,M,Bronze,1,204,3,58.54
8123,USA,Graduate Degree,F,Normal,3,5,3,90.43
8124,USA,Partial High School,M,Normal,2,52,3,44.65
8125,USA,High School Degree,F,Silver,4,286,1,40.25
8126,USA,Partial High School,M,Normal,4,138,2,62.39
8129,USA,Partial High School,F,Normal,3,3,6,126
8130,USA,Bachelors Degree,M,Bronze,4,254,2,40.03
8133,USA,Bachelors Degree,M,Golden,4,36,2,64.44
8134,USA,High School Degree,F,Bronze,2,212,3,86.5
8135,USA,High School Degree,F,Bronze,2,60,1,32.68
8137,USA,High School Degree,M,Golden,5,16,2,49.42
8138,USA,High School Degree,M,Silver,4,71,4,79.05
8139,USA,Bachelors Degree,M,Bronze,0,171,3,82.56
8140,USA,Partial High School,F,Bronze,1,14,7,193.91
8141,USA,Partial College,M,Bronze,4,75,5,53.51
8142,USA,Bachelors Degree,F,Bronze,2,118,4,98.39
8146,USA,High School Degree,F,Bronze,1,10,3,88.35
8147,USA,Bachelors Degree,M,Golden,3,331,1,1.46
8149,USA,Graduate Degree,F,Bronze,3,273,2,50.43
8151,USA,High School Degree,M,Silver,0,55,3,81.89
8153,USA,High School Degree,F,Bronze,3,12,3,61.43
8154,USA,Partial College,F,Silver,5,74,3,90.12
8156,USA,Partial High School,M,Bronze,4,149,1,14.5
8158,USA,Partial High School,M,Normal,3,80,3,75.69
8159,USA,Bachelors Degree,M,Silver,4,52,5,120.47
8161,USA,Partial High School,F,Bronze,0,110,3,101.49
8162,USA,Bachelors Degree,F,Golden,3,355,1,35.28
8164,USA,Partial High School,F,Bronze,4,21,7,221
8165,USA,Partial College,F,Silver,1,49,4,99.25
8170,USA,Bachelors Degree,F,Bronze,2,28,4,58.77
8171,USA,Partial High School,F,Bronze,1,37,5,108.09
8172,USA,Bachelors Degree,M,Bronze,0,41,11,335.38
8173,USA,Partial College,F,Bronze,4,16,2,70.02
8175,USA,Bachelors Degree,M,Silver,5,205,4,105.33
8177,USA,Bachelors Degree,M,Bronze,1,135,3,43.7
8178,USA,Bachelors Degree,F,Golden,3,79,2,27.87
8179,USA,Bachelors Degree,F,Bronze,3,12,5,122.29
8181,USA,High School Degree,F,Golden,3,41,10,196.14
8185,USA,Partial High School,F,Bronze,4,15,3,55.96
8187,USA,Bachelors Degree,M,Bronze,1,46,2,83.78
8189,USA,Bachelors Degree,M,Normal,2,10,13,285.47
8190,USA,Partial College,F,Bronze,2,137,3,47.63
8193,USA,Partial High School,M,Bronze,1,200,2,57.11
8194,USA,Bachelors Degree,F,Bronze,0,283,2,75.63
8195,USA,Partial College,F,Bronze,0,115,2,49.51
8196,USA,Bachelors Degree,F,Bronze,0,131,3,85.57
8198,USA,High School Degree,F,Golden,4,266,1,35.38
8199,USA,High School Degree,M,Bronze,3,8,9,208.89
8200,USA,Partial High School,M,Normal,3,16,1,47.27
8202,USA,Graduate Degree,F,Silver,0,5,11,255.5
8205,USA,Partial High School,F,Normal,1,117,1,40.19
8206,USA,Graduate Degree,M,Bronze,4,41,5,264.55
8207,USA,Graduate Degree,F,Bronze,0,32,5,148.91
8208,USA,Partial High School,M,Bronze,4,25,4,138.33
8211,USA,Partial High School,F,Bronze,1,121,3,43.88
8213,USA,Partial High School,M,Normal,1,8,1,15.09
8214,USA,Partial High School,M,Bronze,1,19,5,139.7
8215,USA,Partial High School,M,Normal,4,96,3,93.81
8217,USA,Bachelors Degree,M,Bronze,1,238,1,5.56
8218,USA,Bachelors Degree,F,Bronze,3,92,1,18.87
8220,USA,High School Degree,F,Normal,2,356,2,64.76
8222,USA,Partial High School,F,Silver,1,27,5,125.52
8223,USA,Partial High School,F,Normal,0,287,1,10.95
8224,USA,Bachelors Degree,F,Bronze,3,36,2,96.86
8229,USA,High School Degree,M,Bronze,0,115,1,4.08
8230,USA,Bachelors Degree,M,Silver,1,21,3,27.91
8234,USA,High School Degree,F,Bronze,3,138,1,44.89
8235,USA,High School Degree,F,Bronze,1,6,5,84.53
8238,USA,Graduate Degree,F,Bronze,1,35,3,82.84
8241,USA,Partial High School,F,Normal,4,179,3,90.46
8242,USA,High School Degree,M,Golden,4,7,14,480.96
8243,USA,Bachelors Degree,F,Bronze,4,294,2,39.25
8246,USA,High School Degree,F,Bronze,1,214,1,15.82
8247,USA,Partial High School,M,Bronze,3,60,4,68.03
8248,USA,Partial High School,M,Normal,3,13,6,196.61
8250,USA,Partial High School,F,Silver,3,26,3,55.01
8251,USA,High School Degree,M,Golden,5,45,1,11.94
8252,USA,Partial College,M,Bronze,3,14,8,194.17
8253,USA,High School Degree,M,Normal,1,21,4,141.96
8254,USA,Bachelors Degree,M,Bronze,1,7,8,346.2
8255,USA,High School Degree,M,Bronze,1,12,6,156.45
8257,USA,Partial High School,M,Normal,3,263,1,31.06
8259,USA,Partial High School,F,Bronze,0,187,2,75.03
8260,USA,High School Degree,M,Bronze,3,28,2,61.18
8261,USA,Graduate Degree,F,Silver,4,14,1,4.93
8263,USA,Partial High School,M,Normal,4,47,3,87.24
8265,USA,Bachelors Degree,F,Bronze,2,91,1,32.07
8266,USA,Partial High School,F,Normal,0,60,3,93.98
8269,USA,High School Degree,F,Bronze,4,4,8,193.69
8270,USA,Partial High School,F,Normal,1,44,3,63.79
8272,USA,High School Degree,F,Bronze,1,12,5,113.24
8274,USA,Partial High School,F,Bronze,4,4,7,130.44
8275,USA,Bachelors Degree,F,Bronze,3,38,18,519.77
8276,USA,Partial High School,M,Normal,4,58,1,25.25
8277,USA,Partial High School,M,Normal,3,133,2,39.64
8281,USA,Partial High School,F,Normal,3,59,9,238.38
8283,USA,High School Degree,M,Bronze,1,59,9,231.4
8284,USA,Partial High School,F,Bronze,1,37,2,39.71
8288,USA,Bachelors Degree,F,Bronze,3,147,2,73.9
8289,USA,Partial High School,M,Normal,4,10,12,339.84
8290,USA,High School Degree,M,Bronze,1,49,1,28.4
8291,USA,Partial High School,F,Bronze,2,72,8,283.69
8292,USA,Bachelors Degree,F,Silver,2,192,2,42.84
8295,USA,Partial High School,F,Bronze,3,228,1,26.41
8296,USA,Partial High School,M,Normal,5,28,5,141.11
8298,USA,Graduate Degree,M,Bronze,2,58,8,190.56
8299,USA,Bachelors Degree,M,Bronze,4,85,4,87.11
8300,USA,Bachelors Degree,F,Bronze,3,60,3,65.95
